Local,Nome,Logradouro,Latitude,Longitude
ESTACAO DE METRO,Chambers St,Chambers St,40714111,-74008585
ESTACAO DE METRO,Chambers St,Murray St,40714111,-74008585
ESTACAO DE METRO,Chambers St,Warren St,40714111,-74008585
ESTACAO DE METRO,Chambers St,Warren St,40714111,-74008585
ESTACAO DE METRO,High St,Adams St,40699337,-73990531
ESTACAO DE METRO,High St,Adams St,40699337,-73990531
ESTACAO DE METRO,Jay St - Borough Hall,Metrotech Walk,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Metrotech Walk,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Metrotech Walk,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Metrotech Walk,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Metrotech Walk,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Willoughby St,40692338,-73987342
ESTACAO DE METRO,Jay St - Borough Hall,Willoughby St,40692338,-73987342
ESTACAO DE METRO,Clinton & Washington Avs,Fulton Ave,40683263,-73965838
ESTACAO DE METRO,Clinton & Washington Avs,Fulton Ave,40683263,-73965838
ESTACAO DE METRO,Franklin Av,Fulton St,4068138,-73956848
ESTACAO DE METRO,Nostrand Av,Fulton St,40680438,-73950426
ESTACAO DE METRO,Nostrand Av,Fulton St,40680438,-73950426
ESTACAO DE METRO,Kingston-Throop,Fulton St,40679921,-73940858
ESTACAO DE METRO,Kingston-Throop,Fulton St,40679921,-73940858
ESTACAO DE METRO,Utica Av,Fulton St,40679364,-73930729
ESTACAO DE METRO,Utica Av,Fulton St,40679364,-73930729
ESTACAO DE METRO,Rockaway Av,Fulton St,4067834,-73911946
ESTACAO DE METRO,Rockaway Av,Fulton St,4067834,-73911946
ESTACAO DE METRO,80th St-Hudson St,Liberty Ave,40679371,-73858992
ESTACAO DE METRO,80th St-Hudson St,Liberty Ave,40679371,-73858992
ESTACAO DE METRO,Rockaway Blvd,Liberty Ave,40680429,-73843853
ESTACAO DE METRO,Rockaway Blvd,Liberty Ave,40680429,-73843853
ESTACAO DE METRO,111th St-Greenwood Av,Liberty Ave,40684331,-73832163
ESTACAO DE METRO,111th St-Greenwood Av,Liberty Ave,40684331,-73832163
ESTACAO DE METRO,Lefferts Blvd,Liberty Ave,40685951,-73825798
ESTACAO DE METRO,Lefferts Blvd,Liberty Ave,40685951,-73825798
ESTACAO DE METRO,Aqueduct-North Conduit Av,Hawtree St,40668234,-73834058
ESTACAO DE METRO,Howard Beach,159th Ave,40660476,-73830301
ESTACAO DE METRO,Norwood-205th St,205th St,40874811,-73878855
ESTACAO DE METRO,Norwood-205th St,205th St,40874811,-73878855
ESTACAO DE METRO,Bedford Park Blvd,203rd St,40873244,-73887138
ESTACAO DE METRO,Bedford Park Blvd,203rd St,40873244,-73887138
ESTACAO DE METRO,Kingsbridge Rd,Kingsbridge Rd,40866978,-73893509
ESTACAO DE METRO,Kingsbridge Rd,Kingsbridge Rd,40866978,-73893509
ESTACAO DE METRO,Kingsbridge Rd,Kingsbridge Rd,40866978,-73893509
ESTACAO DE METRO,Fordham Rd,Fordham Rd,40861296,-73897749
ESTACAO DE METRO,Fordham Rd,Fordham Rd,40861296,-73897749
ESTACAO DE METRO,Tremont Av,179th St,4085041,-73905227
ESTACAO DE METRO,Tremont Av,179th St,4085041,-73905227
ESTACAO DE METRO,174-175th Sts,175th St,408459,-73910136
ESTACAO DE METRO,174-175th Sts,175th St,408459,-73910136
ESTACAO DE METRO,170th St,170th St,40839306,-739134
ESTACAO DE METRO,170th St,170th St,40839306,-739134
ESTACAO DE METRO,170th St,170th St,40839306,-739134
ESTACAO DE METRO,167th St,McClellan St,40833769,-73918432
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827905,-73925651
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827905,-73925651
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827905,-73925651
ESTACAO DE METRO,47-50th Sts Rockefeller Center,48th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,48-49th Sts,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,48-49th Sts,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,47th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,47th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,47th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,47th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,48th St,40758663,-73981329
ESTACAO DE METRO,47-50th Sts Rockefeller Center,48th St,40758663,-73981329
ESTACAO DE METRO,42nd St,40th St,40754222,-73984569
ESTACAO DE METRO,42nd St,42nd St,40754222,-73984569
ESTACAO DE METRO,42nd St,42nd St,40754222,-73984569
ESTACAO DE METRO,42nd St,42nd St,40754222,-73984569
ESTACAO DE METRO,42nd St,40th St,40754222,-73984569
ESTACAO DE METRO,42nd St,40th St,40754222,-73984569
ESTACAO DE METRO,42nd St,40th St,40754222,-73984569
ESTACAO DE METRO,34th St,35th St,40749719,-73987823
ESTACAO DE METRO,34th St,35th St,40749719,-73987823
ESTACAO DE METRO,34th St,35th St,40749719,-73987823
ESTACAO DE METRO,34th St,35th St,40749719,-73987823
ESTACAO DE METRO,34th St,35th St,40749719,-73987823
ESTACAO DE METRO,23rd St,23rd St,40742878,-73992821
ESTACAO DE METRO,23rd St,23rd St,40742878,-73992821
ESTACAO DE METRO,23rd St,23rd St,40742878,-73992821
ESTACAO DE METRO,23rd St,23rd St,40742878,-73992821
ESTACAO DE METRO,14th St,16th St,40738228,-73996209
ESTACAO DE METRO,14th St,16th St,40738228,-73996209
ESTACAO DE METRO,14th St,16th St,40738228,-73996209
ESTACAO DE METRO,14th St,16th St,40738228,-73996209
ESTACAO DE METRO,14th St,14th St,40738228,-73996209
ESTACAO DE METRO,14th St,14th St,40738228,-73996209
ESTACAO DE METRO,Broadway-Lafayette St,Houston St,40725297,-73996204
ESTACAO DE METRO,2nd Av,Houston St,40723402,-73989938
ESTACAO DE METRO,2nd Av,Houston St,40723402,-73989938
ESTACAO DE METRO,Delancey St,Delancey St,40718611,-73988114
ESTACAO DE METRO,Delancey St,Delancey St,40718611,-73988114
ESTACAO DE METRO,East Broadway,Broadway,40713715,-73990173
ESTACAO DE METRO,East Broadway,Broadway,40713715,-73990173
ESTACAO DE METRO,East Broadway,Canal St,40713715,-73990173
ESTACAO DE METRO,Bergen St,Bergen St,40686145,-73990862
ESTACAO DE METRO,Bergen St,Bergen St,40686145,-73990862
ESTACAO DE METRO,Bergen St,Warren St,40686145,-73990862
ESTACAO DE METRO,Bergen St,Warren St,40686145,-73990862
ESTACAO DE METRO,Carroll St,President St,40680303,-73995048
ESTACAO DE METRO,Carroll St,President St,40680303,-73995048
ESTACAO DE METRO,Carroll St,President St,40680303,-73995048
ESTACAO DE METRO,Prospect Park-15 St,Prospect Park Southwest,40660365,-73979493
ESTACAO DE METRO,Prospect Park-15 St,Prospect Park Southwest,40660365,-73979493
ESTACAO DE METRO,Prospect Park-15 St,14th St,40660365,-73979493
ESTACAO DE METRO,Prospect Park-15 St,14th St,40660365,-73979493
ESTACAO DE METRO,Fort Hamilton Parkway,Fort Hamilton Pkwy,40650782,-73975776
ESTACAO DE METRO,Church Av,Albemarle Rd,40644041,-73979678
ESTACAO DE METRO,Church Av,Albemarle Rd,40644041,-73979678
ESTACAO DE METRO,Ditmas Av,Cortelyou Rd,40636119,-73978172
ESTACAO DE METRO,Ditmas Av,Cortelyou Rd,40636119,-73978172
ESTACAO DE METRO,18th Av,Parkville Ave,40629755,-73976971
ESTACAO DE METRO,18th Av,Parkville Ave,40629755,-73976971
ESTACAO DE METRO,Av N,Avenue M,4061514,-73974197
ESTACAO DE METRO,Av N,Avenue M,4061514,-73974197
ESTACAO DE METRO,Kings Highway,Avenue S,40603217,-73972361
ESTACAO DE METRO,Kings Highway,Avenue S,40603217,-73972361
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,Jamaica-179th St,Hillside Ave,40712646,-73783817
ESTACAO DE METRO,169th St,Hillside Ave,4071047,-73793604
ESTACAO DE METRO,169th St,Hillside Ave,4071047,-73793604
ESTACAO DE METRO,169th St,Hillside Ave,4071047,-73793604
ESTACAO DE METRO,169th St,Hillside Ave,4071047,-73793604
ESTACAO DE METRO,Parsons Blvd,Hillside Ave,40707564,-73803326
ESTACAO DE METRO,Parsons Blvd,Hillside Ave,40707564,-73803326
ESTACAO DE METRO,Parsons Blvd,Hillside Ave,40707564,-73803326
ESTACAO DE METRO,Sutphin Blvd,Hillside Ave,4070546,-73810708
ESTACAO DE METRO,Sutphin Blvd,Hillside Ave,4070546,-73810708
ESTACAO DE METRO,Kew Gardens-Union Turnpike,Queens Blvd,40714441,-73831008
ESTACAO DE METRO,Kew Gardens-Union Turnpike,Queens Blvd,40714441,-73831008
ESTACAO DE METRO,Kew Gardens-Union Turnpike,Queens Blvd,40714441,-73831008
ESTACAO DE METRO,Kew Gardens-Union Turnpike,Queens Blvd,40714441,-73831008
ESTACAO DE METRO,Forest Hills-71st Av,Queens Blvd,40721691,-73844521
ESTACAO DE METRO,Forest Hills-71st Av,Queens Blvd,40721691,-73844521
ESTACAO DE METRO,Forest Hills-71st Av,Queens Blvd,40721691,-73844521
ESTACAO DE METRO,67th Av,Queens Blvd,40726523,-73852719
ESTACAO DE METRO,67th Av,Queens Blvd,40726523,-73852719
ESTACAO DE METRO,Woodhaven Blvd,Queens Blvd,40733106,-73869229
ESTACAO DE METRO,Jackson Heights-Roosevelt Ave,37th Rd,40746644,-73891338
ESTACAO DE METRO,Jackson Heights-Roosevelt Ave,Broadway,40746644,-73891338
ESTACAO DE METRO,Northern Blvd,Broadway,40752885,-73906006
ESTACAO DE METRO,46th St,Newtown Rd,40756312,-73913333
ESTACAO DE METRO,46th St,Broadway,40756312,-73913333
ESTACAO DE METRO,46th St,Broadway,40756312,-73913333
ESTACAO DE METRO,Steinway St,34th Ave,40756879,-7392074
ESTACAO DE METRO,Steinway St,34th Ave,40756879,-7392074
ESTACAO DE METRO,36th St,Northern Blvd,40752039,-73928781
ESTACAO DE METRO,36th St,Northern Blvd,40752039,-73928781
ESTACAO DE METRO,36th St,Northern Blvd,40752039,-73928781
ESTACAO DE METRO,Queens Plaza,41st Ave,"40,748,973","-73,937,243"
ESTACAO DE METRO,Queens Plaza,41st Ave,"40,748,973","-73,937,243"
ESTACAO DE METRO,23rd St-Ely Av,44th Ave,40747846,-73946
ESTACAO DE METRO,Lexington Av-53rd St,52nd St,40757552,-73969055
ESTACAO DE METRO,Lexington Av-53rd St,52nd Street,40757552,-73969055
ESTACAO DE METRO,5th Av-53rd St,53rd St,40760167,-73975224
ESTACAO DE METRO,5th Av-53rd St,53rd St,40760167,-73975224
ESTACAO DE METRO,7th Av,53rd St,40762862,-73981637
ESTACAO DE METRO,7th Av,53rd St,40762862,-73981637
ESTACAO DE METRO,Parsons Blvd-Archer Av - Jamaica Center,Archer Ave,40702147,-73801109
ESTACAO DE METRO,Parsons Blvd-Archer Av - Jamaica Center,Archer Ave,40702147,-73801109
ESTACAO DE METRO,Parsons Blvd-Archer Av - Jamaica Center,Archer Ave,40702147,-73801109
ESTACAO DE METRO,Greenpoint Av,India St,40731352,-73954449
ESTACAO DE METRO,Greenpoint Av,India St,40731352,-73954449
ESTACAO DE METRO,Nassau Av,Norman Ave,40724635,-73951277
ESTACAO DE METRO,Nassau Av,Norman Ave,40724635,-73951277
ESTACAO DE METRO,Metropolitan Av,Metropolitan Ave,40712792,-73951418
ESTACAO DE METRO,Metropolitan Av,Metropolitan Ave,40712792,-73951418
ESTACAO DE METRO,Flushing Av,Flushing Ave,40700377,-73950234
ESTACAO DE METRO,Myrtle-Willoughby Avs,Myrtle Ave,40694568,-73949046
ESTACAO DE METRO,Bedford-Nostrand Avs,Lafayette Ave,40689627,-73953522
ESTACAO DE METRO,Bedford-Nostrand Avs,Lafayette Ave,40689627,-73953522
ESTACAO DE METRO,Bedford-Nostrand Avs,Lafayette Ave,40689627,-73953522
ESTACAO DE METRO,Bedford-Nostrand Avs,Lafayette Ave,40689627,-73953522
ESTACAO DE METRO,238th St,238th St,40884667,-7390087
ESTACAO DE METRO,231st St,231st St,40878856,-73904834
ESTACAO DE METRO,231st St,231st St,40878856,-73904834
ESTACAO DE METRO,Marble Hill-225th St,225th St,40874561,-73909831
ESTACAO DE METRO,215th St,215th St,40869444,-73915279
ESTACAO DE METRO,207th St,207th St,40864614,-73918819
ESTACAO DE METRO,168th St,168th St,40840556,-73940133
ESTACAO DE METRO,168th St,,40840556,-73940133
ESTACAO DE METRO,157th St,157th St,40834041,-7394489
ESTACAO DE METRO,157th St,157th St,40834041,-7394489
ESTACAO DE METRO,145th St,145th St,40826551,-7395036
ESTACAO DE METRO,145th St,145th St,40826551,-7395036
ESTACAO DE METRO,137th St-City College,137th St,40822008,-73953676
ESTACAO DE METRO,137th St-City College,137th St,40822008,-73953676
ESTACAO DE METRO,116th St-Columbia University,115th St,40807722,-7396411
ESTACAO DE METRO,Cathedral Parkway-110th St,Cathedral Pkwy,40803967,-73966847
ESTACAO DE METRO,Cathedral Parkway-110th St,Cathedral Pkwy,40803967,-73966847
ESTACAO DE METRO,96th St,95th St,40793919,-73972323
ESTACAO DE METRO,86th St,86th St,40788644,-73976218
ESTACAO DE METRO,86th St,86th St,40788644,-73976218
ESTACAO DE METRO,79th St,79th St,40783934,-73979917
ESTACAO DE METRO,79th St,79th St,40783934,-73979917
ESTACAO DE METRO,72nd St,72nd St,40778453,-7398197
ESTACAO DE METRO,66th St-Lincoln Center,66th St,4077344,-73982209
ESTACAO DE METRO,66th St-Lincoln Center,66th St,4077344,-73982209
ESTACAO DE METRO,66th St-Lincoln Center,66th St,4077344,-73982209
ESTACAO DE METRO,59th St-Columbus Circle,60th St,40768247,-73981929
ESTACAO DE METRO,59th St-Columbus Circle,59th St,40768247,-73981929
ESTACAO DE METRO,59th St-Columbus Circle,59th St,40768247,-73981929
ESTACAO DE METRO,50th St,50th St,40761728,-73983849
ESTACAO DE METRO,50th St,50th St,40761728,-73983849
ESTACAO DE METRO,Times Square,40th St,4075529,-73987495
ESTACAO DE METRO,Times Square,40th St,4075529,-73987495
ESTACAO DE METRO,Times Square,41st St,4075529,-73987495
ESTACAO DE METRO,Times Square,42nd St,4075529,-73987495
ESTACAO DE METRO,34th St,32nd St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,33rd St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,33rd St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,33rd St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,33rd St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,34th St,"40,750,373","-73,991,057"
ESTACAO DE METRO,34th St,34th St,"40,750,373","-73,991,057"
ESTACAO DE METRO,28th St,28th St,40747215,-73993365
ESTACAO DE METRO,28th St,28th St,40747215,-73993365
ESTACAO DE METRO,28th St,27th St,40747215,-73993365
ESTACAO DE METRO,28th St,27th St,40747215,-73993365
ESTACAO DE METRO,23rd St,23rd St,40744081,-73995657
ESTACAO DE METRO,23rd St,23rd St,40744081,-73995657
ESTACAO DE METRO,18th St,18th St,4074104,-73997871
ESTACAO DE METRO,18th St,18th St,4074104,-73997871
ESTACAO DE METRO,18th St,18th St,4074104,-73997871
ESTACAO DE METRO,18th St,18th St,4074104,-73997871
ESTACAO DE METRO,14th St,14th St,40737826,-74000201
ESTACAO DE METRO,14th St,13th St,40737826,-74000201
ESTACAO DE METRO,14th St,12th St,40737826,-74000201
ESTACAO DE METRO,14th St,12th St,40737826,-74000201
ESTACAO DE METRO,Christopher St,Christopher St,40733422,-74002906
ESTACAO DE METRO,Christopher St,Christopher St,40733422,-74002906
ESTACAO DE METRO,Christopher St,Christopher St,40733422,-74002906
ESTACAO DE METRO,Christopher St,Christopher St,40733422,-74002906
ESTACAO DE METRO,Houston St,King St,40728251,-74005367
ESTACAO DE METRO,Houston St,King St,40728251,-74005367
ESTACAO DE METRO,Houston St,King St,40728251,-74005367
ESTACAO DE METRO,Houston St,King St,40728251,-74005367
ESTACAO DE METRO,Houston St,Houston St,40728251,-74005367
ESTACAO DE METRO,Houston St,Houston St,40728251,-74005367
ESTACAO DE METRO,Canal St,Varick St,40722854,-74006277
ESTACAO DE METRO,Canal St,Varick St,40722854,-74006277
ESTACAO DE METRO,Franklin St,North Moore St,40719318,-74006886
ESTACAO DE METRO,Franklin St,Franklin St,40719318,-74006886
ESTACAO DE METRO,Franklin St,Franklin St,40719318,-74006886
ESTACAO DE METRO,Franklin St,North Moore St,40719318,-74006886
ESTACAO DE METRO,Rector St,Morris St,40707513,-74013783
ESTACAO DE METRO,Rector St,Morris St,40707513,-74013783
ESTACAO DE METRO,Rector St,Morris St,40707513,-74013783
ESTACAO DE METRO,Rector St,Rector St,40707513,-74013783
ESTACAO DE METRO,Wall St,Cedar St,40706821,-740091
ESTACAO DE METRO,Wall St,Wall St,40706821,-740091
ESTACAO DE METRO,Wall St,Wall St,40706821,-740091
ESTACAO DE METRO,Wall St,Pine St,40706821,-740091
ESTACAO DE METRO,Hoyt St,Fulton St,40690545,-73985065
ESTACAO DE METRO,Hoyt St,Fulton St,40690545,-73985065
ESTACAO DE METRO,Hoyt St,Fulton St,40690545,-73985065
ESTACAO DE METRO,Nevins St,Livingston St,40688246,-73980492
ESTACAO DE METRO,Nevins St,Livingston St,40688246,-73980492
ESTACAO DE METRO,Bergen St,Bergen St,40680829,-73975098
ESTACAO DE METRO,Bergen St,Bergen St,40680829,-73975098
ESTACAO DE METRO,Bergen St,Bergen St,40680829,-73975098
ESTACAO DE METRO,Utica Av,Eastern Pkwy,40668897,-73932942
ESTACAO DE METRO,Utica Av,Eastern Pkwy,40668897,-73932942
ESTACAO DE METRO,Winthrop St,Parkside Ave,40656652,-739502
ESTACAO DE METRO,Church Av,Church Ave,40650843,-73949575
ESTACAO DE METRO,Church Av,Church,40650843,-73949575
ESTACAO DE METRO,Church Av,Church Ave,40650843,-73949575
ESTACAO DE METRO,Church Av,Church Ave,40650843,-73949575
ESTACAO DE METRO,Beverly Rd,Beverly Rd,40645098,-73948959
ESTACAO DE METRO,Newkirk Av,Newkirk Ave,40639967,-73948411
ESTACAO DE METRO,Flatbush Av-Brooklyn College,Avenue H,40632836,-73947642
ESTACAO DE METRO,Flatbush Av-Brooklyn College,Flatbush Ave,40632836,-73947642
ESTACAO DE METRO,Flatbush Av-Brooklyn College,Flatbush Ave,40632836,-73947642
ESTACAO DE METRO,Hunts Point Av,163rd St,40820948,-73890549
ESTACAO DE METRO,Longwood Av,Longwood Ave,40816104,-73896435
ESTACAO DE METRO,Longwood Av,Longwood Ave,40816104,-73896435
ESTACAO DE METRO,East 149th St,149th St,40812118,-73904098
ESTACAO DE METRO,East 149th St,149th St,40812118,-73904098
ESTACAO DE METRO,East 143rd St-St Mary's St,St Mary's St,40808719,-73907657
ESTACAO DE METRO,East 143rd St-St Mary's St,St Mary's St,40808719,-73907657
ESTACAO DE METRO,Cypress Av,138th St,40805368,-73914042
ESTACAO DE METRO,Cypress Av,138th St,40805368,-73914042
ESTACAO DE METRO,Brook Av,138th St,40807566,-7391924
ESTACAO DE METRO,Brook Av,138th St,40807566,-7391924
ESTACAO DE METRO,138th St-3rd Ave,138th St,40810476,-73926138
ESTACAO DE METRO,138th St-3rd Ave,138th St,40810476,-73926138
ESTACAO DE METRO,138th St-3rd Ave,138th St,40810476,-73926138
ESTACAO DE METRO,Mosholu Parkway,Mosholu Pkwy,4087975,-73884655
ESTACAO DE METRO,Mosholu Parkway,Mosholu Pkwy,4087975,-73884655
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827994,-73925831
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827994,-73925831
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827994,-73925831
ESTACAO DE METRO,Yankee Stadium-161st St,161st St,40827994,-73925831
ESTACAO DE METRO,149th St-Grand Concourse,149th St,40818375,-73927351
ESTACAO DE METRO,149th St-Grand Concourse,149th St,40818375,-73927351
ESTACAO DE METRO,116th St,116th St,40798629,-73941617
ESTACAO DE METRO,116th St,116th St,40798629,-73941617
ESTACAO DE METRO,110th St,110th St,4079502,-7394425
ESTACAO DE METRO,110th St,110th St,4079502,-7394425
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,86th St,86th St,40779492,-73955589
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,77th St,77th St,4077362,-73959874
ESTACAO DE METRO,59th St,60th St,40762526,-73967967
ESTACAO DE METRO,59th St,59th St,40762526,-73967967
ESTACAO DE METRO,59th St,59th St,40762526,-73967967
ESTACAO DE METRO,59th St,60th St,40762526,-73967967
ESTACAO DE METRO,59th St,59th St,40762526,-73967967
ESTACAO DE METRO,51st St,50th St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,51st St,51st St,40757107,-7397192
ESTACAO DE METRO,Grand Central-42nd St,42nd St,40751776,-73976848
ESTACAO DE METRO,Grand Central-42nd St,42nd St,40751776,-73976848
ESTACAO DE METRO,Grand Central-42nd St,42nd St,40751776,-73976848
ESTACAO DE METRO,Grand Central-42nd St,42nd St,40751776,-73976848
ESTACAO DE METRO,33rd St,32nd St,40746081,-73982076
ESTACAO DE METRO,33rd St,32nd St,40746081,-73982076
ESTACAO DE METRO,33rd St,33rd St,40746081,-73982076
ESTACAO DE METRO,33rd St,33rd St,40746081,-73982076
ESTACAO DE METRO,33rd St,32nd St,40746081,-73982076
ESTACAO DE METRO,33rd St,32nd St,40746081,-73982076
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,28th St,28th St,4074307,-73984264
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,23rd St,22nd St,40739864,-73986599
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,23rd St,23rd St,40739864,-73986599
ESTACAO DE METRO,23rd St,22nd St,40739864,-73986599
ESTACAO DE METRO,23rd St,22nd St,40739864,-73986599
ESTACAO DE METRO,14th St-Union Square,15th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,14th St-Union Square,14th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,14th St-Union Square,14th St,"40,734,673","-73,989,951"
ESTACAO DE METRO,Astor Place,Astor Pl,40730054,-7399107
ESTACAO DE METRO,Bleecker St,Bleecker St,40725915,-73994659
ESTACAO DE METRO,Bleecker St,Bleecker St,40725915,-73994659
ESTACAO DE METRO,Spring St,Spring St,40722301,-73997141
ESTACAO DE METRO,Spring St,Spring St,40722301,-73997141
ESTACAO DE METRO,Canal St,Canal St,40718803,-74000193
ESTACAO DE METRO,Canal St,Canal St,40718803,-74000193
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Reade St,40713065,-74004131
ESTACAO DE METRO,Brooklyn Bridge-City Hall,Reade St,40713065,-74004131
ESTACAO DE METRO,Fulton St,John St,40710368,-74009509
ESTACAO DE METRO,Fulton St,John St,40710368,-74009509
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Wall St,Rector St,40707557,-74011862
ESTACAO DE METRO,Bowling Green,Battery Pl,40704817,-74014065
ESTACAO DE METRO,Bowling Green,Battery Pl,40704817,-74014065
ESTACAO DE METRO,Bowling Green,Battery Pl,40704817,-74014065
ESTACAO DE METRO,Borough Hall,Joralemon St,40692404,-73990151
ESTACAO DE METRO,Pelham Parkway,Pelham Pkwy,40857192,-73867615
ESTACAO DE METRO,Pelham Parkway,Pelham Pkwy,40857192,-73867615
ESTACAO DE METRO,174th St,174th St,40837288,-73887734
ESTACAO DE METRO,174th St,174th St,40837288,-73887734
ESTACAO DE METRO,Freeman St,Freeman St,40829993,-73891865
ESTACAO DE METRO,Freeman St,Freeman St,40829993,-73891865
ESTACAO DE METRO,Simpson St,Simpson St,"40,824,073","-73,893,064"
ESTACAO DE METRO,Simpson St,Simpson St,"40,824,073","-73,893,064"
ESTACAO DE METRO,Prospect Av,,40819585,-7390177
ESTACAO DE METRO,Prospect Av,Longwood Ave,40819585,-7390177
ESTACAO DE METRO,Prospect Av,Longwood Ave,40819585,-7390177
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,149th St-3rd Av,149th St,40816109,-73917757
ESTACAO DE METRO,135th St,135th St,40814229,-7394077
ESTACAO DE METRO,135th St,135th St,40814229,-7394077
ESTACAO DE METRO,125th St,125th St,40807754,-73945495
ESTACAO DE METRO,125th St,125th St,40807754,-73945495
ESTACAO DE METRO,116th St,116th St,40802098,-73949625
ESTACAO DE METRO,116th St,116th St,40802098,-73949625
ESTACAO DE METRO,110th St-Central Park North,111th St,40799075,-73951822
ESTACAO DE METRO,Broadway-74th St,Roosevelt Ave,40746848,-73891394
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Bliss St-46th St,Queens Blvd,40743132,-73918435
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Rawson St-33rd St,Queens Blvd,40744587,-73930997
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,Vernon Blvd-Jackson Av,50th Ave,40742626,-73953581
ESTACAO DE METRO,Grand Central-42nd St,42nd St,40751431,-73976041
ESTACAO DE METRO,Times Square,43rd St,40755983,-73986229
ESTACAO DE METRO,Grand Central,42nd St,40752769,-73979189
ESTACAO DE METRO,Grand Central,42nd St,40752769,-73979189
ESTACAO DE METRO,Grand Central,42nd St,40752769,-73979189
ESTACAO DE METRO,Grand Central,42nd St,40752769,-73979189
ESTACAO DE METRO,Grand Central,42nd St,40752769,-73979189
ESTACAO DE METRO,Union Square,15th St,40735736,-73990568
ESTACAO DE METRO,8th St,Waverly Pl,40730328,-73992629
ESTACAO DE METRO,71st St,Bay Ridge Ave,40619589,-73998864
ESTACAO DE METRO,79th St,77th St,40613501,-7400061
ESTACAO DE METRO,Lorimer St,Broadway,40703869,-73947408
ESTACAO DE METRO,Lorimer St,Broadway,40703869,-73947408
ESTACAO DE METRO,Morgan Av,Harrison Pl,40706152,-73933147
